Bowler Type,Ball Length,Ball Line,Speed (km/h),Shot Type,Runs Scored,Wicket,Field Placement,Angle,Bounce (cm),Field Positions
Fast,Short,Middle,117,Defensive,0,0,Balanced,6.650850008280912,58,Square Leg
Fast,Short,Middle,122,Edge,0,0,Defensive,5.262510077056795,26,Point
Fast,Short,Middle,110,Cover Drive,0,0,Defensive,-11.436390579067634,79,Point
Spin,Good,Middle,130,Pull,0,0,Balanced,12.87029634946089,109,Long-on
Spin,Full,Middle,111,Sweep,0,0,Balanced,-9.776396899671818,64,Long-on
Fast,Full,Middle,117,Sweep,2,0,Aggressive,-12.198776125487626,46,Point
Spin,Good,Leg-stump,142,Hook,0,1,Defensive,7.96214782232347,80,Long-off
Fast,Good,Off-stump,121,Flick,3,0,Balanced,-2.513928458241338,42,Long-on
Spin,Short,Off-stump,143,Flick,0,0,Defensive,-12.928801463138884,64,Long-on
Spin,Full,Leg-stump,128,Straight Drive,0,0,Defensive,10.711796516872408,67,Fine Leg
Spin,Good,Middle,146,Hook,4,0,Balanced,8.17929272580869,17,Point
Spin,Good,Leg-stump,112,Pull,1,0,Aggressive,-7.171090294008323,72,Long-on
Spin,Short,Off-stump,114,Edge,1,0,Balanced,12.464476403927968,52,Fine Leg
Spin,Short,Off-stump,146,Defensive,3,0,Defensive,-8.47158004786569,19,Slips
Fast,Short,Middle,133,Flick,1,0,Aggressive,-8.035770255951054,92,Fine Leg
Spin,Full,Off-stump,143,Straight Drive,0,0,Balanced,-6.433916342279151,88,Point
Fast,Good,Off-stump,113,Edge,2,0,Balanced,-1.1457084103798785,34,Mid-wicket
Spin,Good,Leg-stump,135,Hook,0,0,Balanced,12.283511600133284,74,Long-on
Fast,Full,Middle,141,Sweep,3,0,Aggressive,-14.25863584356835,108,Cover
Fast,Short,Middle,120,Defensive,4,0,Balanced,8.333889222675776,28,Long-off
Fast,Full,Off-stump,145,Defensive,0,0,Defensive,-13.81467422278866,27,Long-on
Spin,Short,Middle,130,Straight Drive,1,1,Aggressive,-11.231896914657213,95,Fine Leg
Fast,Full,Leg-stump,120,Sweep,2,0,Balanced,8.012912171169091,12,Slips
Spin,Short,Off-stump,129,Flick,1,0,Defensive,-2.804063492468307,80,Fine Leg
Fast,Full,Off-stump,112,Straight Drive,0,0,Defensive,0.8865773331066542,86,Mid-wicket
Fast,Good,Leg-stump,128,Edge,6,0,Balanced,11.736488146195363,90,Fine Leg
Spin,Full,Middle,126,Flick,1,0,Aggressive,-0.9514606496223923,42,Long-off
Fast,Short,Leg-stump,129,Cut,0,0,Defensive,-3.6600098035142867,72,Fine Leg
Fast,Short,Leg-stump,127,Defensive,0,0,Defensive,14.617905670782822,61,Point
Spin,Good,Off-stump,128,Sweep,1,0,Aggressive,13.768700095735362,76,Long-on
Fast,Full,Off-stump,133,Defensive,4,0,Balanced,3.094559835504178,88,Fine Leg
Spin,Short,Leg-stump,129,Defensive,4,0,Balanced,4.298630812681555,73,Mid-wicket
Spin,Good,Leg-stump,128,Edge,3,0,Aggressive,1.550439147269497,54,Fine Leg
Spin,Full,Leg-stump,110,Flick,1,0,Balanced,13.545600844918862,95,Mid-wicket
Spin,Short,Off-stump,140,Straight Drive,1,0,Defensive,-2.9110965390670334,106,Slips
Spin,Good,Middle,118,Sweep,0,0,Balanced,12.5143571673878,72,Slips
Fast,Short,Middle,122,Cut,1,1,Defensive,4.053320475888491,89,Long-off
Fast,Good,Off-stump,114,Edge,0,0,Aggressive,8.59430559774706,10,Cover
Fast,Full,Leg-stump,135,Pull,1,0,Defensive,-6.57990799439494,67,Mid-wicket
Fast,Full,Middle,120,Straight Drive,0,0,Balanced,8.59845000413058,75,Long-on
Fast,Full,Leg-stump,134,Sweep,0,0,Balanced,6.229869171043191,54,Long-off
Fast,Short,Middle,141,Hook,3,0,Defensive,-9.09476692830107,44,Point
Spin,Good,Leg-stump,110,Cover Drive,0,0,Balanced,12.41451511061657,113,Long-on
Spin,Full,Middle,127,Defensive,1,0,Defensive,-9.435266798254366,114,Mid-wicket
Spin,Short,Middle,141,Sweep,1,0,Aggressive,-1.8904481933837616,58,Cover
Spin,Good,Off-stump,135,Pull,1,0,Aggressive,-2.6010254008326896,106,Slips
Fast,Short,Leg-stump,122,Hook,0,0,Defensive,11.259180995011459,60,Square Leg
Fast,Good,Middle,130,Flick,0,0,Defensive,-10.112546626736307,113,Long-off
Fast,Good,Leg-stump,138,Flick,0,1,Defensive,-4.7207849733306535,61,Cover
Spin,Short,Middle,129,Hook,1,0,Defensive,13.969410188240364,45,Fine Leg
Fast,Full,Middle,129,Cover Drive,0,0,Balanced,-10.242507230458713,36,Long-off
Spin,Good,Middle,142,Hook,0,0,Aggressive,6.389226913939165,80,Long-on
Fast,Good,Middle,145,Cover Drive,0,0,Aggressive,1.7528145847432341,17,Mid-wicket
Fast,Good,Off-stump,129,Defensive,0,0,Balanced,-4.92368827807708,113,Fine Leg
Spin,Good,Middle,115,Flick,2,1,Balanced,9.468453168184176,11,Point
Fast,Good,Leg-stump,111,Pull,0,0,Defensive,-12.48627254699443,94,Long-off
Fast,Short,Middle,144,Pull,1,0,Aggressive,-3.007697343795277,31,Point
Spin,Full,Leg-stump,140,Sweep,0,0,Balanced,-11.720097514606774,68,Slips
Spin,Good,Leg-stump,121,Edge,0,0,Defensive,-14.28751989845681,92,Square Leg
Fast,Good,Middle,135,Edge,0,0,Defensive,12.940139602757853,24,Slips
Spin,Full,Middle,127,Edge,6,0,Defensive,-7.344239019118048,61,Cover
Spin,Good,Off-stump,119,Hook,1,0,Balanced,5.131411399307776,21,Cover
Fast,Good,Off-stump,117,Cut,4,1,Defensive,-14.263486449508965,92,Point
Spin,Short,Leg-stump,127,Cover Drive,0,0,Balanced,-1.1828672607544437,88,Long-off
Fast,Short,Leg-stump,146,Cover Drive,0,0,Aggressive,-5.487211589861976,76,Cover
Spin,Good,Middle,110,Flick,0,0,Balanced,-9.60435414769313,61,Fine Leg
Fast,Full,Middle,110,Straight Drive,0,0,Aggressive,-14.063092110604957,29,Cover
Fast,Good,Leg-stump,130,Sweep,0,0,Balanced,-8.144491330693562,34,Square Leg
Fast,Short,Middle,126,Hook,6,0,Defensive,-7.672069531739741,30,Long-on
Fast,Short,Off-stump,123,Straight Drive,1,0,Balanced,-0.4443573528893232,44,Mid-wicket
Fast,Short,Leg-stump,114,Flick,4,0,Aggressive,6.958522261427213,91,Slips
Fast,Short,Off-stump,142,Sweep,3,0,Defensive,-11.995052715440266,35,Point
Spin,Full,Leg-stump,118,Pull,0,0,Aggressive,-13.498023099624655,89,Fine Leg
Spin,Short,Middle,112,Straight Drive,3,0,Balanced,9.112695935958442,27,Slips
Fast,Good,Off-stump,131,Straight Drive,1,0,Defensive,-4.122981189944063,64,Long-on
Spin,Short,Off-stump,125,Sweep,0,0,Defensive,-4.1088945062447255,47,Long-on
Spin,Short,Middle,124,Sweep,6,0,Balanced,-14.527157548118266,13,Point
Fast,Good,Leg-stump,111,Flick,0,0,Aggressive,-14.191916951862305,15,Mid-wicket
Spin,Good,Middle,144,Cut,1,0,Aggressive,8.634496883753236,73,Long-on
Fast,Good,Middle,141,Cover Drive,2,0,Defensive,14.28457518999003,35,Fine Leg
Spin,Short,Middle,123,Cover Drive,2,0,Defensive,14.276289328385321,93,Slips
Spin,Good,Off-stump,147,Pull,0,0,Defensive,5.331864889167399,43,Long-off
Fast,Full,Off-stump,125,Defensive,3,0,Balanced,8.76298956292159,73,Slips
Spin,Full,Middle,118,Pull,0,0,Balanced,7.984092891588347,115,Mid-wicket
Spin,Full,Leg-stump,148,Straight Drive,0,0,Defensive,-8.582156305029876,97,Mid-wicket
Spin,Good,Leg-stump,110,Straight Drive,0,0,Aggressive,14.436678713022907,108,Cover
Fast,Good,Middle,112,Edge,0,0,Aggressive,10.867820053696722,24,Square Leg
Spin,Short,Leg-stump,145,Straight Drive,1,0,Balanced,12.53285608605967,26,Mid-wicket
Fast,Short,Middle,146,Edge,0,0,Aggressive,1.5418168736239792,98,Point
Fast,Short,Leg-stump,148,Cut,4,0,Aggressive,14.999578435813714,49,Long-off
Spin,Short,Leg-stump,119,Flick,1,0,Balanced,5.516390010383905,90,Cover
Spin,Full,Off-stump,127,Defensive,1,0,Balanced,-1.6583607508786802,108,Point
Spin,Full,Middle,130,Pull,1,0,Defensive,-5.650363765370033,98,Fine Leg
Fast,Full,Middle,124,Sweep,0,0,Balanced,-2.0271617501148214,59,Long-on
Fast,Full,Off-stump,125,Pull,3,0,Balanced,-11.339527440442332,91,Square Leg
Fast,Short,Off-stump,138,Cover Drive,6,0,Defensive,-11.76541069425517,55,Point
Fast,Good,Leg-stump,143,Flick,0,0,Balanced,-0.8444153218727806,27,Square Leg
Spin,Good,Off-stump,139,Defensive,6,0,Balanced,-9.5900203174441,13,Long-off
Spin,Good,Off-stump,146,Straight Drive,4,0,Defensive,-0.07008689142296909,15,Fine Leg
Fast,Full,Middle,136,Sweep,0,0,Balanced,8.28508686283623,87,Long-off
Fast,Short,Leg-stump,143,Pull,4,0,Balanced,-0.10326991019070242,107,Fine Leg
Fast,Short,Leg-stump,127,Defensive,4,0,Defensive,-4.846568779735959,110,Slips
Spin,Good,Off-stump,121,Edge,1,0,Balanced,-13.371824719827197,51,Cover
Spin,Good,Off-stump,142,Cut,4,0,Defensive,-9.057778816748225,66,Point
Spin,Full,Middle,117,Hook,0,0,Defensive,-8.632050581375307,62,Square Leg
Spin,Good,Off-stump,131,Straight Drive,6,0,Defensive,-8.66705153563607,115,Square Leg
Spin,Full,Off-stump,129,Flick,0,0,Defensive,-4.474298606570933,60,Mid-wicket
Spin,Good,Middle,119,Sweep,4,0,Balanced,-3.077104695793542,29,Slips
Spin,Short,Off-stump,131,Sweep,0,0,Balanced,13.52004631471955,70,Mid-wicket
Fast,Good,Leg-stump,146,Pull,1,0,Balanced,3.393112339733282,63,Point
Spin,Short,Off-stump,113,Defensive,1,0,Aggressive,3.2426404652059446,32,Square Leg
Fast,Good,Off-stump,127,Flick,4,0,Defensive,8.55789588438985,40,Fine Leg
Fast,Good,Middle,117,Pull,1,0,Aggressive,-13.848454621378274,44,Point
Spin,Full,Leg-stump,141,Cover Drive,0,0,Defensive,-6.136676895855457,85,Mid-wicket
Spin,Short,Off-stump,140,Flick,1,0,Aggressive,-11.260239359306524,114,Cover
Fast,Full,Off-stump,148,Cut,0,0,Aggressive,12.127905654958877,39,Slips
Spin,Short,Off-stump,129,Flick,0,0,Defensive,5.965753549157114,110,Cover
Fast,Full,Middle,110,Cover Drive,0,0,Balanced,14.61553893420642,115,Point
Fast,Good,Leg-stump,126,Edge,1,0,Aggressive,1.9646322328168715,12,Fine Leg
Fast,Full,Middle,128,Straight Drive,4,0,Defensive,-14.439416221969289,102,Point
Spin,Full,Middle,119,Flick,1,0,Defensive,-3.7904032140025166,98,Long-on
Fast,Good,Leg-stump,141,Cover Drive,1,0,Aggressive,13.315505187356926,43,Long-off
Spin,Good,Leg-stump,135,Edge,1,0,Balanced,-9.043885882217129,27,Fine Leg
Spin,Good,Leg-stump,112,Straight Drive,1,0,Aggressive,-10.673916717935075,50,Long-off
Fast,Good,Leg-stump,120,Sweep,2,1,Balanced,3.1279246652497967,55,Long-on
Fast,Good,Leg-stump,126,Straight Drive,4,0,Aggressive,-13.343474809592612,36,Long-on
Fast,Short,Middle,117,Pull,0,1,Balanced,2.5691599850799314,67,Long-on
Fast,Good,Middle,119,Cut,2,0,Defensive,3.716163390773378,43,Mid-wicket
Fast,Full,Middle,122,Pull,2,0,Defensive,-14.134031440166249,36,Long-off
Spin,Good,Off-stump,145,Pull,0,0,Defensive,-11.898778891049627,57,Cover
Spin,Full,Middle,113,Cut,0,0,Defensive,8.779513022817515,80,Slips
Fast,Full,Middle,127,Hook,3,0,Defensive,-6.036877258679553,36,Slips
Spin,Good,Leg-stump,142,Cut,3,0,Balanced,12.480698219237503,113,Point
Fast,Short,Off-stump,124,Sweep,0,0,Balanced,9.161018876062503,29,Mid-wicket
Fast,Good,Middle,116,Cut,6,1,Defensive,6.794005432167026,10,Fine Leg
Fast,Full,Middle,133,Pull,1,0,Aggressive,-3.6959981465297354,57,Fine Leg
Fast,Short,Middle,114,Hook,6,0,Defensive,-13.237528709367634,26,Square Leg
Fast,Short,Off-stump,137,Defensive,2,0,Defensive,-5.989933064314156,116,Point
Spin,Good,Leg-stump,148,Sweep,0,0,Defensive,13.950266595156254,56,Cover
Fast,Short,Middle,146,Straight Drive,0,0,Balanced,-2.353575705180681,29,Long-off
Spin,Good,Leg-stump,130,Hook,4,0,Balanced,-2.576983966877119,10,Point
Fast,Short,Off-stump,142,Cover Drive,1,0,Balanced,-13.382828645404835,114,Point
Fast,Good,Middle,112,Cut,3,0,Defensive,3.482356306384503,86,Point
Spin,Good,Leg-stump,124,Flick,1,0,Aggressive,3.404756746994334,105,Slips
Fast,Short,Off-stump,112,Cut,3,0,Aggressive,-0.915063798780368,48,Point
Spin,Good,Leg-stump,137,Cut,1,0,Balanced,-12.063220699925132,111,Long-off
Spin,Good,Leg-stump,111,Pull,6,0,Aggressive,-12.64370059384301,112,Mid-wicket
Spin,Short,Leg-stump,133,Hook,0,0,Aggressive,-10.084624044320124,89,Point
Spin,Full,Off-stump,149,Pull,3,0,Defensive,-4.746068580534221,105,Square Leg
Fast,Short,Middle,110,Straight Drive,0,0,Aggressive,5.936196521076852,18,Slips
Fast,Short,Leg-stump,140,Hook,0,0,Balanced,-11.701910618951121,55,Fine Leg
Fast,Short,Off-stump,122,Cut,3,0,Aggressive,7.439597431026684,117,Long-off
Fast,Full,Leg-stump,123,Cut,3,0,Defensive,3.0259611812781166,98,Point
Fast,Short,Off-stump,134,Hook,1,0,Aggressive,13.230943045485713,59,Long-off
Spin,Full,Off-stump,115,Pull,1,0,Aggressive,14.737306975873103,16,Slips
Fast,Full,Leg-stump,130,Defensive,0,0,Balanced,-7.72400617069093,39,Fine Leg
Spin,Short,Leg-stump,110,Defensive,0,0,Balanced,12.496952137152142,61,Point
Spin,Good,Middle,134,Cut,0,0,Balanced,8.702820950453756,76,Point
Spin,Good,Middle,123,Straight Drive,0,0,Balanced,-5.548785270659257,109,Slips
Spin,Short,Middle,116,Cover Drive,4,0,Aggressive,-0.787461955399607,110,Long-on
Fast,Full,Off-stump,110,Cover Drive,3,1,Defensive,-10.86604785787661,78,Long-off
Spin,Short,Middle,112,Edge,0,0,Aggressive,-0.6501731150902774,81,Point
Spin,Full,Leg-stump,110,Edge,0,0,Aggressive,-3.5918831228569132,102,Fine Leg
Fast,Good,Middle,140,Cut,4,0,Balanced,-0.13666490197503656,91,Mid-wicket
Spin,Full,Leg-stump,110,Flick,4,0,Defensive,-13.645646072132566,38,Square Leg
Fast,Full,Off-stump,129,Cover Drive,0,0,Aggressive,5.032328864217728,45,Long-on
Spin,Short,Leg-stump,141,Defensive,2,0,Defensive,-4.270188795779209,50,Cover
Spin,Full,Off-stump,147,Sweep,0,0,Defensive,6.864620748281439,60,Long-off
Spin,Full,Off-stump,118,Pull,0,0,Balanced,2.578787402274699,57,Fine Leg
Fast,Full,Leg-stump,135,Edge,3,0,Aggressive,-2.1110957405418915,74,Fine Leg
Spin,Short,Off-stump,140,Cover Drive,0,1,Aggressive,-7.422093298770015,42,Cover
Spin,Short,Middle,149,Pull,0,0,Defensive,-10.075274122794394,51,Long-on
Fast,Full,Leg-stump,148,Cover Drive,4,0,Defensive,-6.409051298297703,100,Long-off
Spin,Short,Off-stump,125,Defensive,0,0,Defensive,-14.835297791127072,101,Square Leg
Fast,Good,Leg-stump,115,Straight Drive,0,0,Aggressive,7.967359902031536,54,Slips
Spin,Full,Middle,138,Sweep,4,0,Balanced,6.692427877615749,14,Point
Fast,Short,Middle,137,Straight Drive,0,0,Balanced,-1.9345008874450347,52,Point
Spin,Full,Middle,125,Defensive,0,0,Defensive,8.29215484871073,61,Cover
Spin,Full,Leg-stump,120,Hook,1,0,Balanced,5.878671198595669,117,Mid-wicket
Spin,Good,Off-stump,145,Pull,4,0,Defensive,6.77654374292694,107,Mid-wicket
Spin,Short,Off-stump,128,Straight Drive,4,0,Aggressive,-8.032361255719021,93,Slips
Fast,Full,Off-stump,134,Defensive,0,0,Balanced,-8.812160419936207,50,Mid-wicket
Spin,Short,Off-stump,114,Straight Drive,1,0,Defensive,5.245157367178006,72,Fine Leg
Spin,Short,Leg-stump,140,Cut,2,0,Defensive,1.2553709617539717,37,Square Leg
Fast,Short,Leg-stump,145,Defensive,0,0,Balanced,11.95234336063303,20,Cover
Spin,Full,Off-stump,147,Sweep,2,0,Aggressive,14.564666252460409,53,Square Leg
Fast,Good,Off-stump,123,Sweep,6,1,Defensive,1.4405372777569347,17,Mid-wicket
Spin,Short,Leg-stump,136,Cover Drive,0,0,Defensive,14.680307271420574,55,Mid-wicket
Spin,Short,Middle,116,Pull,3,0,Defensive,0.9877661830035436,88,Fine Leg
Spin,Good,Leg-stump,119,Defensive,4,0,Balanced,-13.367339624476365,107,Fine Leg
Spin,Full,Middle,129,Hook,0,0,Aggressive,13.08635356879676,102,Slips
Spin,Full,Off-stump,116,Straight Drive,0,0,Balanced,-11.41517311046988,76,Point
Spin,Good,Off-stump,123,Cover Drive,0,0,Defensive,-0.8755131436860495,85,Point
Fast,Good,Leg-stump,133,Flick,0,0,Aggressive,2.1794485296453736,89,Point
Spin,Full,Leg-stump,149,Hook,3,0,Balanced,13.2148717364955,31,Long-off
Fast,Good,Middle,144,Defensive,4,0,Balanced,-12.09532679497705,38,Slips
Fast,Good,Leg-stump,142,Hook,4,0,Balanced,-6.572125190911356,101,Cover
Fast,Full,Off-stump,135,Pull,0,0,Aggressive,-8.316738655195103,79,Point
Fast,Short,Middle,114,Sweep,3,0,Aggressive,1.5695898858321975,105,Fine Leg
Fast,Good,Off-stump,146,Straight Drive,4,0,Balanced,14.200957030881113,53,Long-off
Spin,Full,Leg-stump,139,Cut,4,0,Balanced,-14.618122003876241,15,Fine Leg
Spin,Good,Off-stump,138,Cover Drive,3,1,Defensive,-11.883207080236726,92,Long-on
Spin,Full,Leg-stump,115,Defensive,0,0,Defensive,-14.829365277954539,44,Square Leg
Fast,Full,Leg-stump,129,Straight Drive,4,0,Defensive,-11.138036466367957,82,Point
Fast,Short,Leg-stump,140,Edge,0,0,Aggressive,-2.1654431510989145,109,Slips
Fast,Good,Middle,141,Hook,0,0,Defensive,7.354992261343455,105,Square Leg
Fast,Full,Leg-stump,146,Hook,0,0,Aggressive,-12.813037472183858,116,Square Leg
Spin,Full,Leg-stump,129,Edge,1,0,Defensive,6.034338904975954,28,Cover
Spin,Short,Middle,136,Cover Drive,0,0,Aggressive,4.089248072377394,63,Square Leg
Spin,Good,Leg-stump,125,Defensive,4,0,Balanced,-9.64060160157322,41,Slips
Spin,Short,Leg-stump,118,Defensive,3,1,Defensive,-8.463446334761285,78,Mid-wicket
Spin,Full,Leg-stump,120,Pull,4,0,Balanced,4.833276753918572,77,Square Leg
Spin,Good,Off-stump,114,Hook,0,0,Aggressive,11.053476275626586,12,Long-off
Spin,Good,Middle,145,Cover Drive,2,0,Defensive,7.787041996858797,91,Mid-wicket
Spin,Good,Middle,113,Straight Drive,6,0,Balanced,-5.493901811565362,68,Long-off
Fast,Full,Off-stump,113,Sweep,0,0,Balanced,14.859555633188407,108,Mid-wicket
Spin,Good,Middle,114,Hook,0,0,Aggressive,-1.506764366254444,112,Square Leg
Spin,Full,Off-stump,135,Edge,0,0,Balanced,-10.280263689356744,92,Long-off
Fast,Full,Off-stump,111,Cut,0,0,Defensive,-13.840170613255294,73,Mid-wicket
Fast,Good,Leg-stump,127,Edge,0,0,Balanced,-4.320911679678703,116,Long-on
Spin,Short,Leg-stump,127,Straight Drive,4,0,Aggressive,-0.8838101053754936,64,Mid-wicket
Spin,Full,Leg-stump,123,Cut,1,1,Aggressive,-10.470818247707436,31,Long-off
Fast,Good,Leg-stump,143,Flick,4,0,Aggressive,1.6776993170347545,104,Fine Leg
Fast,Short,Off-stump,115,Hook,1,0,Defensive,-14.165109493942126,83,Square Leg
Spin,Good,Leg-stump,132,Cover Drive,4,0,Aggressive,-10.094827295299186,31,Square Leg
Fast,Full,Off-stump,140,Defensive,2,0,Defensive,-8.339350768011448,36,Square Leg
Fast,Full,Leg-stump,138,Defensive,4,0,Balanced,-14.073095459337065,26,Mid-wicket
Fast,Good,Leg-stump,131,Edge,4,0,Defensive,-3.67263300171032,55,Cover
Spin,Full,Leg-stump,114,Pull,6,0,Balanced,13.59664080768048,64,Cover
Fast,Short,Middle,124,Cut,0,0,Aggressive,6.882490885063554,34,Long-off
Fast,Good,Middle,131,Flick,3,0,Defensive,-7.506285344196391,43,Square Leg
Spin,Short,Off-stump,149,Straight Drive,0,0,Defensive,2.2677580268270106,39,Slips
Spin,Full,Leg-stump,128,Pull,2,0,Defensive,3.4697356865788045,64,Slips
Fast,Full,Middle,126,Cut,3,0,Aggressive,-14.8502155511366,68,Square Leg
Fast,Full,Middle,121,Cover Drive,0,0,Defensive,10.718022412087254,102,Cover
Spin,Short,Off-stump,111,Flick,1,0,Defensive,9.855025361205957,36,Long-off
Spin,Full,Off-stump,139,Edge,0,0,Balanced,-10.298085771459093,29,Mid-wicket
Spin,Short,Middle,140,Flick,0,0,Balanced,-14.742433722792926,47,Long-off
Spin,Short,Middle,144,Flick,0,0,Defensive,-3.1350006579970753,101,Cover
Fast,Short,Middle,119,Straight Drive,1,0,Aggressive,6.15827935956192,87,Long-off
Fast,Good,Middle,133,Pull,4,1,Defensive,-11.72212880299994,76,Cover
Fast,Short,Middle,147,Pull,0,0,Aggressive,-14.445562296739052,66,Long-off
Fast,Short,Leg-stump,142,Pull,0,0,Aggressive,-13.222232116774277,11,Point
Fast,Good,Off-stump,129,Pull,2,0,Aggressive,11.632631513626169,109,Point
Fast,Good,Off-stump,138,Cut,0,1,Aggressive,1.099933526429254,109,Fine Leg
Spin,Full,Off-stump,115,Cut,2,0,Aggressive,4.168096238114405,23,Fine Leg
Spin,Short,Off-stump,111,Sweep,0,0,Aggressive,-2.494308060124892,37,Slips
Spin,Short,Leg-stump,110,Cut,4,0,Balanced,-3.7744134870666475,33,Long-on
Fast,Full,Off-stump,138,Edge,0,0,Aggressive,-10.853299163621132,106,Point
Fast,Short,Leg-stump,141,Flick,0,0,Aggressive,-12.9067438452553,109,Slips
Fast,Full,Middle,126,Sweep,3,0,Balanced,-0.8379435345269268,95,Fine Leg
Spin,Short,Middle,135,Hook,0,0,Defensive,5.764004378083385,14,Fine Leg
Spin,Good,Middle,129,Pull,0,0,Aggressive,-13.291517933180199,82,Square Leg
Spin,Full,Off-stump,112,Straight Drive,0,0,Defensive,-13.954034240223645,26,Long-off
Spin,Short,Off-stump,118,Defensive,1,0,Aggressive,1.6389235658123162,27,Slips
Spin,Short,Off-stump,144,Straight Drive,0,0,Defensive,-14.746464452772713,97,Point
Fast,Full,Off-stump,138,Cover Drive,1,0,Defensive,-0.5473029807766245,62,Square Leg
Spin,Full,Off-stump,124,Cover Drive,4,0,Balanced,9.949768653695696,82,Mid-wicket
Fast,Short,Off-stump,119,Hook,6,0,Balanced,3.6977205308568237,21,Square Leg
Fast,Full,Off-stump,131,Edge,1,0,Defensive,4.79026595242992,88,Long-off
Fast,Good,Leg-stump,148,Pull,3,0,Aggressive,-3.865372249474756,86,Slips
Spin,Short,Middle,121,Straight Drive,4,0,Aggressive,0.2508597831639179,102,Fine Leg
Spin,Full,Leg-stump,116,Flick,1,0,Defensive,-1.9422845785110212,70,Slips
Fast,Full,Middle,142,Straight Drive,0,0,Defensive,-4.897048164268741,68,Fine Leg
Spin,Full,Off-stump,136,Cover Drive,1,0,Balanced,-12.017976577216812,100,Mid-wicket
Fast,Good,Off-stump,127,Sweep,1,0,Aggressive,8.552622189828615,109,Point
Fast,Good,Middle,132,Cover Drive,4,0,Defensive,-12.104142635850508,67,Slips
Spin,Short,Middle,139,Defensive,1,0,Aggressive,13.867201665955545,50,Point
Spin,Short,Middle,113,Cut,0,0,Aggressive,-7.830020740337847,17,Mid-wicket
Spin,Short,Off-stump,149,Hook,2,0,Defensive,-2.6919701977430943,52,Point
Fast,Full,Middle,136,Defensive,3,0,Aggressive,1.5142435919531962,72,Mid-wicket
Spin,Full,Leg-stump,120,Hook,4,0,Defensive,11.5326510773376,54,Fine Leg
Fast,Good,Leg-stump,142,Straight Drive,1,0,Aggressive,-4.755738778665256,87,Slips
Spin,Full,Leg-stump,143,Pull,0,0,Aggressive,10.371796949101753,30,Fine Leg
Spin,Short,Off-stump,133,Defensive,2,0,Defensive,13.519290831919722,56,Long-on
Fast,Full,Off-stump,115,Flick,0,0,Balanced,12.153977004835859,90,Slips
Fast,Good,Leg-stump,133,Pull,1,0,Balanced,-6.807470582372369,103,Cover
Spin,Good,Leg-stump,148,Cut,0,0,Balanced,-10.062251296740488,23,Fine Leg
Fast,Short,Leg-stump,146,Cut,2,0,Defensive,-6.992675543411753,111,Square Leg
Fast,Full,Leg-stump,129,Cut,0,0,Aggressive,-13.263699513855125,50,Fine Leg
Fast,Short,Leg-stump,145,Sweep,4,1,Defensive,-10.492381739294505,37,Mid-wicket
Spin,Good,Leg-stump,113,Straight Drive,4,0,Defensive,-10.576121643211046,97,Long-off
Spin,Short,Leg-stump,112,Flick,0,0,Defensive,-5.525753163596027,118,Slips
Fast,Short,Leg-stump,130,Cut,1,0,Defensive,-12.429028095425437,89,Fine Leg
Fast,Full,Leg-stump,113,Edge,1,0,Defensive,7.4057916924281955,15,Long-on
Fast,Good,Middle,113,Straight Drive,3,0,Defensive,-4.10003719168845,49,Long-on
Spin,Good,Middle,142,Sweep,2,0,Defensive,6.235044458661758,26,Slips
Fast,Full,Off-stump,122,Cover Drive,0,0,Defensive,-12.549810534964074,36,Mid-wicket
Spin,Short,Off-stump,131,Pull,1,0,Aggressive,6.246541734013668,113,Long-on
Spin,Short,Off-stump,145,Flick,0,0,Defensive,10.33683819379533,46,Slips
Spin,Full,Middle,112,Defensive,0,0,Defensive,1.4948547510754615,61,Point
Spin,Good,Middle,143,Straight Drive,1,0,Defensive,0.5742674670366021,40,Square Leg
Fast,Short,Leg-stump,147,Defensive,0,0,Aggressive,13.49560747561737,51,Fine Leg
Fast,Short,Middle,112,Cut,4,0,Aggressive,0.6013282509877911,28,Long-off
Spin,Short,Middle,145,Sweep,0,0,Aggressive,12.93285134134575,28,Cover
Fast,Good,Leg-stump,114,Edge,1,0,Aggressive,-10.062305707211996,109,Point
Spin,Short,Off-stump,144,Defensive,6,0,Defensive,-8.284824633483431,45,Cover
Spin,Short,Off-stump,122,Edge,0,0,Defensive,-3.2156461546526725,63,Long-off
Spin,Good,Leg-stump,112,Cut,1,0,Defensive,3.8205556578187476,25,Point
Fast,Good,Leg-stump,133,Flick,0,1,Balanced,-12.996812246392789,97,Point
Fast,Good,Leg-stump,116,Straight Drive,0,0,Aggressive,2.2386007621638733,61,Long-on
Spin,Good,Off-stump,114,Flick,0,1,Balanced,4.913024102514665,112,Cover
Fast,Good,Leg-stump,141,Pull,1,0,Balanced,-3.928176015430884,20,Fine Leg
Spin,Short,Leg-stump,117,Hook,0,0,Defensive,-1.6023023686313334,90,Cover
Fast,Short,Leg-stump,129,Cut,2,0,Balanced,1.8558758612326471,75,Long-on
Fast,Short,Off-stump,148,Edge,0,0,Balanced,6.199862580290347,111,Long-off
Fast,Good,Leg-stump,120,Hook,0,1,Balanced,4.519305068709929,114,Mid-wicket
Spin,Full,Off-stump,124,Cover Drive,4,0,Balanced,2.7007389580072285,110,Fine Leg
Spin,Full,Leg-stump,116,Straight Drive,0,0,Defensive,-2.330459823852415,107,Square Leg
Fast,Good,Leg-stump,149,Pull,0,0,Defensive,14.323279538620326,55,Point
